Id,Username,LastName,FirstName,Name,CompanyName,Division,Department,Title,Street,City,State,PostalCode,Country,Latitude,Longitude,GeocodeAccuracy,Email,EmailPreferencesAutoBcc,EmailPreferencesAutoBccStayInTouch,EmailPreferencesStayInTouchReminder,SenderEmail,SenderName,Signature,StayInTouchSubject,StayInTouchSignature,StayInTouchNote,Phone,Fax,MobilePhone,Alias,CommunityNickname,BadgeText,IsActive,TimeZoneSidKey,UserRoleId,LocaleSidKey,ReceivesInfoEmails,ReceivesAdminInfoEmails,EmailEncodingKey,ProfileId,UserType,LanguageLocaleKey,EmployeeNumber,DelegatedApproverId,ManagerId,LastLoginDate,LastPasswordChangeDate,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,NumberOfFailedLogins,OfflineTrialExpirationDate,OfflinePdaTrialExpirationDate,UserPermissionsMarketingUser,UserPermissionsOfflineUser,UserPermissionsCallCenterAutoLogin,UserPermissionsSFContentUser,UserPermissionsKnowledgeUser,UserPermissionsInteractionUser,UserPermissionsSupportUser,UserPermissionsJigsawProspectingUser,UserPermissionsSiteforceContributorUser,UserPermissionsSiteforcePublisherUser,UserPermissionsWorkDotComUserFeature,ForecastEnabled,UserPreferencesActivityRemindersPopup,UserPreferencesEventRemindersCheckboxDefault,UserPreferencesTaskRemindersCheckboxDefault,UserPreferencesReminderSoundOff,UserPreferencesDisableAllFeedsEmail,UserPreferencesDisableFollowersEmail,UserPreferencesDisableProfilePostEmail,UserPreferencesDisableChangeCommentEmail,UserPreferencesDisableLaterCommentEmail,UserPreferencesDisProfPostCommentEmail,UserPreferencesContentNoEmail,UserPreferencesContentEmailAsAndWhen,UserPreferencesApexPagesDeveloperMode,UserPreferencesReceiveNoNotificationsAsApprover,UserPreferencesReceiveNotificationsAsDelegatedApprover,UserPreferencesHideCSNGetChatterMobileTask,UserPreferencesDisableMentionsPostEmail,UserPreferencesDisMentionsCommentEmail,UserPreferencesHideCSNDesktopTask,UserPreferencesHideChatterOnboardingSplash,UserPreferencesHideSecondChatterOnboardingSplash,UserPreferencesDisCommentAfterLikeEmail,UserPreferencesDisableLikeEmail,UserPreferencesSortFeedByComment,UserPreferencesDisableMessageEmail,UserPreferencesHideLegacyRetirementModal,UserPreferencesJigsawListUser,UserPreferencesDisableBookmarkEmail,UserPreferencesDisableSharePostEmail,UserPreferencesEnableAutoSubForFeeds,UserPreferencesDisableFileShareNotificationsForApi,UserPreferencesShowTitleToExternalUsers,UserPreferencesShowManagerToExternalUsers,UserPreferencesShowEmailToExternalUsers,UserPreferencesShowWorkPhoneToExternalUsers,UserPreferencesShowMobilePhoneToExternalUsers,UserPreferencesShowFaxToExternalUsers,UserPreferencesShowStreetAddressToExternalUsers,UserPreferencesShowCityToExternalUsers,UserPreferencesShowStateToExternalUsers,UserPreferencesShowPostalCodeToExternalUsers,UserPreferencesShowCountryToExternalUsers,UserPreferencesShowProfilePicToGuestUsers,UserPreferencesShowTitleToGuestUsers,UserPreferencesShowCityToGuestUsers,UserPreferencesShowStateToGuestUsers,UserPreferencesShowPostalCodeToGuestUsers,UserPreferencesShowCountryToGuestUsers,UserPreferencesShowForecastingChangeSignals,UserPreferencesHideS1BrowserUI,UserPreferencesDisableEndorsementEmail,UserPreferencesPathAssistantCollapsed,UserPreferencesCacheDiagnostics,UserPreferencesShowEmailToGuestUsers,UserPreferencesShowManagerToGuestUsers,UserPreferencesShowWorkPhoneToGuestUsers,UserPreferencesShowMobilePhoneToGuestUsers,UserPreferencesShowFaxToGuestUsers,UserPreferencesShowStreetAddressToGuestUsers,UserPreferencesLightningExperiencePreferred,UserPreferencesPreviewLightning,UserPreferencesHideEndUserOnboardingAssistantModal,UserPreferencesHideLightningMigrationModal,UserPreferencesHideSfxWelcomeMat,UserPreferencesHideBiggerPhotoCallout,UserPreferencesGlobalNavBarWTShown,UserPreferencesGlobalNavGridMenuWTShown,UserPreferencesCreateLEXAppsWTShown,UserPreferencesFavoritesWTShown,UserPreferencesRecordHomeSectionCollapseWTShown,UserPreferencesRecordHomeReservedWTShown,UserPreferencesFavoritesShowTopFavorites,UserPreferencesExcludeMailAppAttachments,UserPreferencesSuppressTaskSFXReminders,UserPreferencesSuppressEventSFXReminders,UserPreferencesPreviewCustomTheme,UserPreferencesHasCelebrationBadge,UserPreferencesUserDebugModePref,UserPreferencesSRHOverrideActivities,UserPreferencesNewLightningReportRunPageEnabled,UserPreferencesReverseOpenActivitiesView,UserPreferencesHasSentWarningEmail,UserPreferencesNativeEmailClient,ContactId,AccountId,CallCenterId,Extension,FederationIdentifier,AboutMe,FullPhotoUrl,SmallPhotoUrl,IsExtIndicatorVisible,OutOfOfficeMessage,MediumPhotoUrl,DigestFrequency,DefaultGroupNotificationFrequency,JigsawImportLimitOverride,LastViewedDate,LastReferencedDate,BannerPhotoUrl,SmallBannerPhotoUrl,MediumBannerPhotoUrl,IsProfilePhotoActive,IndividualId
0058d000004B2qYAAS,lorna@ds32.co.uk,Brown,Lorna,Lorna Brown,TIL,,,,,,,,GB,,,,lorna.brown@theinformationlab.co.uk,True,False,True,,,,,,,,,,LBrow,lorna,,True,Europe/London,00E8d000001ZFPREA4,en_GB,False,True,UTF-8,00e8d00000229hdAAA,Standard,en_US,,,,06/09/2022 13:23:19,01/09/2022 08:31:56,31/08/2022 12:37:13,0058d000004B2qYAAS,01/09/2022 08:31:58,0058d000004B2qYAAS,01/09/2022 08:34:58,0,,,True,True,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,https://til71-dev-ed.file.force.com/profilephoto/005/F,https://til71-dev-ed.file.force.com/profilephoto/005/T,False,,https://til71-dev-ed.file.force.com/profilephoto/005/M,D,N,300,01/09/2022 15:10:40,01/09/2022 15:10:40,/profilephoto/005/B,/profilephoto/005/D,/profilephoto/005/E,False,
0058d000004QHaBAAW,integration@00d8d0000060vc7eae.com,User,Integration,Integration User,New Company Name,,,,,,,,xx,,,,noreply@example.com,True,False,True,,Salesforce Analytics,,,,,,,,integ,integration1.4406246972348486E12,,True,Europe/Dublin,,en_IE_EURO,False,False,UTF-8,00e8d00000229heAAA,Standard,en_US,,,,01/09/2022 13:48:12,,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004QHaCAAW,01/09/2022 08:22:21,0,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,https://til71-dev-ed.file.force.com/profilephoto/005/F,https://til71-dev-ed.file.force.com/profilephoto/005/T,False,,https://til71-dev-ed.file.force.com/profilephoto/005/M,N,N,,,,/profilephoto/005/B,/profilephoto/005/D,/profilephoto/005/E,False,
0058d000004QHaCAAW,autoproc@00d8d0000060vc7eae,Process,Automated,Automated Process,New Company Name,,,,,,,,xx,,,,autoproc@00d8d0000060vc7eae,True,False,True,,,,,,,,,,autoproc,automatedprocess,,True,Europe/Dublin,,en_IE_EURO,False,False,UTF-8,00e8d00000229haAAA,AutomatedProcess,en_US,,,,,,31/08/2022 12:37:13,0058d000004QHaEAAW,31/08/2022 12:37:13,0058d000004QHaEAAW,01/09/2022 08:21:27,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,https://til71-dev-ed.file.force.com/profilephoto/005/F,https://til71-dev-ed.file.force.com/profilephoto/005/T,False,,https://til71-dev-ed.file.force.com/profilephoto/005/M,D,N,,,,/profilephoto/005/B,/profilephoto/005/D,/profilephoto/005/E,False,
0058d000004QHaDAAW,insightssecurity@00d8d0000060vc7eae.com,User,Security,Security User,New Company Name,,,,,,,,xx,,,,noreply@example.com,True,False,True,,Salesforce Analytics,,,,,,,,sec,insightssecurity1.4406246905195972E12,,True,Europe/Dublin,,en_IE_EURO,False,False,UTF-8,00e8d00000229hfAAA,Standard,en_US,,,,,,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004QHaCAAW,01/09/2022 08:22:21,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,https://til71-dev-ed.file.force.com/profilephoto/005/F,https://til71-dev-ed.file.force.com/profilephoto/005/T,False,,https://til71-dev-ed.file.force.com/profilephoto/005/M,N,N,,,,/profilephoto/005/B,/profilephoto/005/D,/profilephoto/005/E,False,
0058d000004QHaFAAW,automatedclean@00d8d0000060vc7eae,Data.com Clean,,Data.com Clean,New Company Name,,,,,,,,xx,,,,automatedclean@00d8d0000060vc7eae,True,False,True,,,,,,,,,,autocln,User16132161575462564890,,True,Europe/Dublin,,en_IE_EURO,False,False,UTF-8,00e8d00000229haAAA,AutomatedProcess,en_US,,,,,,31/08/2022 12:37:13,0058d000004QHaEAAW,31/08/2022 12:37:13,0058d000004QHaEAAW,01/09/2022 08:21:27,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,https://til71-dev-ed.file.force.com/profilephoto/005/F,https://til71-dev-ed.file.force.com/profilephoto/005/T,False,,https://til71-dev-ed.file.force.com/profilephoto/005/M,N,N,,,,/profilephoto/005/B,/profilephoto/005/D,/profilephoto/005/E,False,
0058d000004QHaGAAW,admin.njcyof3eld4g@example.com,Admin,Event,Event Admin,New Company Name,,,,,,,,xx,,,,rjenkins@example.com,True,False,True,,,,,,,,,,eadmi,User16052089232593512822,,False,Europe/Dublin,00E8d000001ZFPREA4,en_IE_EURO,False,True,UTF-8,00e8d00000229hbAAA,Standard,en_US,,,,,12/11/2020 19:29:58,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,01/09/2022 08:21:27,0,,,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,https://til71-dev-ed.file.force.com/profilephoto/005/F,https://til71-dev-ed.file.force.com/profilephoto/005/T,False,,https://til71-dev-ed.file.force.com/profilephoto/005/M,D,N,300,,,/profilephoto/005/B,/profilephoto/005/D,/profilephoto/005/E,False,
0058d000004QHaYAAW,trailhead20.eevf7sztfdqu@example.com,Chavez,Julie,Julie Chavez,New Company Name,,,,,,,,xx,,,,kim.chouard@example.com,True,False,True,,,,,,,,,,juliecha,julie.chaver,,True,Europe/Dublin,00E8d000001ZFPSEA4,en_IE_EURO,False,True,UTF-8,00e8d00000229hgAAA,Standard,en_US,,,,,03/09/2015 21:21:45,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004QHaYAAW,01/09/2022 08:22:21,0,,,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,https://til71-dev-ed.file.force.com/profilephoto/005/F,https://til71-dev-ed.file.force.com/profilephoto/005/T,False,,https://til71-dev-ed.file.force.com/profilephoto/005/M,D,N,300,,,/profilephoto/005/B,/profilephoto/005/D,/profilephoto/005/E,False,
0058d000004QHaZAAW,trailhead12.tkvqwt7lmieg.pzyfuhibeyrn@example.com,Garza,Laura,Laura Garza,New Company Name,,,,,,,,xx,,,,luciyer@example.com,True,False,True,,,,,,,,,,lgarz,trailhead12,,True,Europe/Dublin,00E8d000001ZFPTEA4,en_IE_EURO,False,True,UTF-8,00e8d00000229hgAAA,Standard,en_US,,,,,27/11/2018 20:08:05,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,01/09/2022 08:22:21,0,,,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,https://til71-dev-ed.file.force.com/profilephoto/005/F,https://til71-dev-ed.file.force.com/profilephoto/005/T,False,,https://til71-dev-ed.file.force.com/profilephoto/005/M,D,N,300,,,/profilephoto/005/B,/profilephoto/005/D,/profilephoto/005/E,False,
0058d000004QHaaAAG,trailhead17.hwursetood6j@example.com,Kennedy,Bruce,Bruce Kennedy,New Company Name,,,,,,,,xx,,,,trailhead17@example.com,True,False,True,,,,,,,,,,bkenn,bkenn,,False,Europe/Dublin,00E8d000001ZFPUEA4,en_IE_EURO,False,True,UTF-8,00e8d00000229hgAAA,Standard,en_US,,,,,03/09/2015 22:33:34,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,01/09/2022 08:21:27,0,,,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,https://til71-dev-ed.file.force.com/profilephoto/005/F,https://til71-dev-ed.file.force.com/profilephoto/005/T,False,,https://til71-dev-ed.file.force.com/profilephoto/005/M,D,N,300,,,/profilephoto/005/B,/profilephoto/005/D,/profilephoto/005/E,False,
0058d000004QHabAAG,trailhead15.nhp4nwn43njm@example.com,Gardner,Doroth,Doroth Gardner,New Company Name,,,,,,,,xx,,,,trailhead15@example.com,True,False,True,,,,,,,,,,dgard,trailhead15,,False,Europe/Dublin,00E8d000001ZFPUEA4,en_IE_EURO,False,True,UTF-8,00e8d00000229hgAAA,Standard,en_US,,,,,03/09/2015 22:34:26,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,01/09/2022 08:21:27,0,,,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,https://til71-dev-ed.file.force.com/profilephoto/005/F,https://til71-dev-ed.file.force.com/profilephoto/005/T,False,,https://til71-dev-ed.file.force.com/profilephoto/005/M,D,N,300,,,/profilephoto/005/B,/profilephoto/005/D,/profilephoto/005/E,False,
